id,text,message_contact_person_asking,message_contact_person_org,message_org
55,"Dear all,Please find attached the West Prices for 5/1/01.
Regards,
Samantha Smith,
503-464-7248"

,1,1,0
56,"eat w/o me 2-night.  I do not expect to get to Houston until about 930 pm.  If you want we can still get a drink at Lizard's pub.  CKL",1,0,0
57,"Matt-     We will be around Sunday & sunday night, so call then.. I won a nightat the Hotel Monaco downtown at a bridal show, so I didn't tell Max & Iupgraded it to a suite with hot tub & all, so we are staying there Sat. &sat. nite, getting massages and I made reserv. at Panzano's fordinner...that will be our Valentine's day, since we were both exhaustedlast nite.  Hope he likes it...he bought "the ring"...so he has "get out ofjail card" for every holiday this year, i told him...:)  What did you do to piss off your girlfriend at dinner? Nothing a fewflowers & back massage can't take care of,...Take care-jen",1,0,0
58,"have you partying this week already with Shawn? -----Original Message-----From:  Lenhart, Matthew  Sent: Wednesday, May 02, 2001 3:55 PMTo: Gillette, LisaSubject: Re: Tomorrow...that was a mistake.  i don't know what i was thinking.  i need to stay home.",1,0,0
59,"Anyone up for a sat night outing?By the way, I don't know if you've read the front page of the Houston Chronicle today but I have committed to UCLA.  The Bruin Athletic Department is researching my remaining eligiblity.",1,0,0
60,"Anybody up for happy hour - I was thinking either Teala's or Enron Field (you can buy standing room only tkts)? Let me know.",1,0,0
61,"We made reservations today with Jen's travel  agent...she got us a deal at Comfort Suites for three days.....Tab and I got a  two-bedroom suite....it's supposed to be really nice...Her parents are staying  there...call June at Young Travel at (954)475-1000...Talk to you  soon.?-Stacey",1,0,0
62,"so was your trip cool or what? - This message (including any attachments) contains confidential information intended for a specific individual and purpose, and is protected by law.? - If you are not the intended recipient, you should delete this message and are hereby notified that any disclosure, copying, or distribution of this message, or the taking of any action based on it, is strictly prohibited.",1,0,0
63,"Matt, if you're strapped for cash I could maybe send you some, but I'mreally strapped right now.  Put a bathroom in my house and I'm trying to paythat off along with other things that are hurting me financially.  Let meknow.  I figured you were a big shot down there, I thought $500 would bepocket change to you?-----Original Message-----From: Matthew.Lenhart@enron.com [mailto:Matthew.Lenhart@enron.com]Sent: Tuesday, March 20, 2001 1:06 PMTo: merlinm@uswest.netCc: pederleifkjeseth@hotmail.com; Matthew.Lenhart@enron.com;merlinm@uswest.net; ralee@rmi.net; Morrill, ScottSubject: Re: One more tryso who wants to send me some money for this deposit.  max also left me amessage that he wants to add two people to the party, does anyone know whothey are?",1,0,0
64,"Whatup ladies . . . Matt, are you goin to Val's wedding . . . Bryan, whatare your plans this weekend . . . I'm goin fishin Sat., but wanna go outSat nite . . . give me a holler . . . . word upRegards,Kevin A. BooneAccenture--Houston(Octel) 713.837.1638(Client) 281.848.1619(C) 713.306.7940(H) 713.864.4149Kevin.A.Boone@accenture.comOur web address is http://www.accenture.com",1,1,0
65,"i don't know.  what are you doing tonight?  call me later b/c i need to go film something for enron.  i am a movie star.",1,0,0
66,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/24/2001 02:23 PM ---------------------------Eric Benson@ENRON on 04/24/2001 11:47:40 AMTo: Phillip K Allen/HOU/ECT@ECTcc:  Subject: Instructions for FERC MeetingsMr. Allen - Per our phone conversation, please see the instructions below to get access to view FERC meetings.  Please advise if there are any problems, questions or concerns.Eric BensonSr. SpecialistEnron Government Affairs - The Americas713-853-1711++++++++++++++++++++++++++----- Forwarded by Eric Benson/NA/Enron on 04/24/2001 01:45 PM -----	Janet Butler	11/06/2000 04:51 PM		 		 To: Eric.Benson@enron.com, Steve.Kean@enron.com, Richard.Shapiro@enron.com		 cc: 		 Subject: Instructions for FERC MeetingsAs long as you are configured to receive Real Video, you should be able to access the FERC meeting this Wednesday, November 8.  The instructions are below.---------------------- Forwarded by Janet Butler/ET&S/Enron on 11/06/2000 04:49 PM ---------------------------Janet Butler10/31/2000 04:12 PMTo: Christi.L.Nicolay@enron.com, James D Steffes/NA/Enron@Enron, Rebecca.Cantrell@enron.comcc: Shelley Corman/ET&S/Enron@Enron Subject: Instructions for FERC Meetings	Here is the URL address for the Capitol Connection.  You should be able to simply click on this URL below and it should come up for you.  (This is assuming your computer is configured for Real Video/Audio).  We will pay for the annual contract and bill your cost centers.You are connected for tomorrow as long as you have access to Real Video.http://www.capitolconnection.gmu.edu/Instructions:Once into the Capitol Connection sight, click on FERCClick on first line (either "click here" or box)Dialogue box should require:  user name:  enron-y              password:  fercnowReal Player will connect you to the meetingExpand your screen as you wish for easier viewingAdjust your sound as you wish",1,1,0
67,"you partied it up at jazz fest?  i still have never been.  who did you go there with?  ",1,0,0
68,"when is your bachelor party?",1,0,0
69,"let's try that new place main station tomorrow night instead of kinneally's.  it is a block from the dog house.",1,0,0
70,"did you just get that reply?",1,0,0
71,"Toni-Here is the resume I left you a message about.  Get back to me when you get a chance.Thank you, Matt Lenhart",1,0,0
72,"we can bring some shit.  is this girl from the same town as celeste?  i am trusting you that she is hot.  i don't want to show up for some drinks and have to sit next to some troll.  well just let me know.  we can get drinks any night next week.",1,0,0
73,"what went on this weekend?  i am still tired from this weekend. ",1,0,0
74,"by the time you sent this i was already gone.  maybe we can do it again later this week.",1,0,0
75,"i doubt that.  give me a call later.",1,0,0
76,"did you tell  her i have great ankles",1,0,0
77,"i think i wrote down the wrong number.  call again.",1,0,0
78,"shawn is in town tonight and wants to get a bite to eat if you are up for it.",1,0,0
79,"i am going to go out.  give me a call at home or on my cell.",1,0,0
80,"we are going to go out tomorrow night.  if you guys want to meet us for drinks and then go out.  email me back and give me your number & i will call you tomorrow.",1,0,0
81,"did you go on your vacation yet?  i hope you are not on it now b/c there is a huge hurricane heading into the gulf.  you could end up like gilligan.",1,0,0
82,"Is your new years girl one of them?  Is that bridge already burned?-----Original Message-----From: Matthew.Lenhart@enron.com [mailto:Matthew.Lenhart@enron.com]Sent: Tuesday, May 08, 2001 11:11 AMTo: Morrill, ScottCc: pederleifkjeseth@hotmail.com; ralee@rmi.net;Matthew.Lenhart@enron.com; merlinm@uswest.netSubject: RE: One more tryjen has a lot of cougar friends who will be ready to party.",1,0,0
83,"yeah, i have a rehearsal dinner tonight and the wedding tomorrow night...i was feeling so bad on wed. morning! i think i had one to many glasses ofred wine and the headache to show for it. how did you feel? what are you upto this weekend?-----Original Message-----From: Matthew.Lenhart@enron.com [mailto:Matthew.Lenhart@enron.com]Sent: Friday, May 11, 2001 12:31 PMTo: ASoRelle@h-s.comSubject: Re: FW: slut......serves her right hahaare you going out this weekend?  i think you said you had a wedding to goto or something?     were you hurting on wednes morning?",1,0,0
84,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/04/2001 10:15 AM ---------------------------James D Steffes@ENRON05/03/2001 05:44 AMTo: Phillip K Allen/HOU/ECT@ECTcc:  Subject: Re: Western Wholesale Activities - Gas & Power Conf. CallPrivileged & Confidential CommunicationAttorney-Client Communication and Attorney Work Product Privileges AssertedPlease forward to anyone on your team that wants updates on Western wholesale matters (should also give you an opportunity to raise state matters if you want to discuss).Jim---------------------- Forwarded by James D Steffes/NA/Enron on 05/03/2001 07:42 AM ---------------------------Ray Alvarez05/02/2001 05:40 PMTo: Steve Walton/HOU/ECT@ECT, Susan J Mara/NA/Enron@ENRON, Alan Comnes/PDX/ECT@ECT, Leslie Lawner/NA/Enron@Enron, Rebecca W Cantrell/HOU/ECT@ECT, Donna Fulton/Corp/Enron@ENRON, Jeff Dasovich/NA/Enron@Enron, Christi L Nicolay/HOU/ECT@ECT, James D Steffes/NA/Enron@Enron, jalexander@gibbs-bruns.com, Phillip K Allen/HOU/ECT@ECTcc: Linda J Noske/HOU/ECT@ECT Subject: Re: Western Wholesale Activities - Gas & Power Conf. CallPrivileged & Confidential CommunicationAttorney-Client Communication and Attorney Work Product Privileges AssertedDate:   Every ThursdayTime:    1:00 pm Pacific, 3:00 pm Central, and 4:00 pm Eastern time, Number:   1-888-271-0949,  Host Code:  661877, (for Jim only), Participant Code: 936022, (for everyone else),Attached is the table of the on-going FERC issues and proceedings updated for use on tomorrow's conference call.  It is available to all team members on the O drive. Please feel free to revise/add to/ update this table as appropriate.Proposed agenda for tomorrow:Power-  Discussion of FERC market monitoring and mitigation order in EL00-95-12 and review of upcoming filingsGas- Response to subpoenas of SoCal Edison in RP00-241 and upcoming itemsMisc.I will be unable to participate in the call tomorrow as I will be attending the Senate Energy and Resource Committee Hearing on the elements of the FERC market monitoring and mitigation order.",1,0,0
85,"We are scheduled to meet with PG&E to discuss their plan of reorganization for gas on Jan. 8th at 10 AM CST.  If you have any questions, please let me know.Best,Jeff",1,0,0
86,"[IMAGE][IMAGE][IMAGE] Dear  SmartReminders Member,The XCam2 - Tiny Wireless Camera Kit, Only $79.99	[IMAGE]		[IMAGE]		[IMAGE] 		[IMAGE] 		[IMAGE] 		[IMAGE] 		[IMAGE]	[IMAGE] 	[IMAGE]		[IMAGE] 		[IMAGE] 				Wireless video just  got a lot easier with the XCam2 ,  a video camera that can transmit LIVE COLOR video signals up to 100 feet.  The XCam2 integrates a color analog video camera and 2.4-GHz transmitter  into a single device that is smaller than a golf ball. You can add multiple  cameras and scan between the cameras like changing channels on your TV!  Exceptional quality and ultimate control! $170  Value, Now Only $79.99!    [IMAGE] Mount your XCam2 outside to monitor the yard.  [IMAGE] Watch the action from any TV in your home.  [IMAGE] SPECIAL  OFFER! ORDER TODAY & GET A FREE VCR COMMANDER + EagleEye Motion Sensor!  $75 Bonus Value! Whether you're home or not, when motion is detected, the VCR Commander can turn on the appropriate X10 camera and your VCR - then automatically send a "Record" command to your VCR! You'll record ONLY the action on tape! Very smart & very easy to setup!  This Complete Wireless Tiny Surveillance Camera Kit is normally sold for $170! ORDER NOW - ONLY $79.99!  We offer a 30 day money back guarantee and free shipping on this order!   Click  here to get this great deal now!  	We respect  your privacy and are a Certified Participant of the BBBOnLine Privacy Program.  To be removed from future offers,click  here. SmartReminders.com  is a permission based service. To unsubscribe click  here . ",1,0,1
87,"This report lists all customers that are going to receive a rejection letter from credit regarding their EnronOnline application.  If you want this process delayed so you can contact your customer or follow up with credit on behalf of your customer, please contact Claudia Clark at x39281 or Karen O'Day at x54135.  If they are not contacted, the rejection letter will be sent directly to the customer.PA Company Name:1.  Coral Canada U.S., Inc. (K. Lauer, marketer)2.  KNG Energy, Inc.3.  Petromont and Company, Limited Partnership (J. McQuade, marketer)4.  Ricks I, LLC5.  Seven Seas Petroleum Inc.6.  Genesis Park Trading Co. (K. Lauer, marketer)7.  Owl Plastics (J. McQuade, marketer)8.  American Commercial Barge Line, LLCKara Boudreau LauerEnronOnline Marketing713/853-0570kara.lauer@enron.com",1,1,1
88,"The following News Release is also available online:http://www.energy.ca.gov/releases/* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *For immediate release: December 28, 2001Contact: Percy Della - 916-654-4989Alternative Fueling StationsObtain State GrantsSacramento - Ten projects have been awarded grants totaling $2.3 million in the State's continuing effort to displace petroleum-based motor fuels in the transportation sector.The California Energy Commission grants will help shoulder the cost of fueling stations for natural gas and propane-powered public fleets - including transit buses, trash haulers and medium-duty trucks. The total costs for all the projects amount to over $13 million. For every dollar of State funding, the participating agencies have earmarked an average of $5 each to achieve long term success in promoting alternatives to petroleum fuels. The Energy Commission's grant funding will also reduce the public agencies' alternative fuel cost by about $1.3 million over three years.Grant winners under the Commission's Alternative Fuels Infrastructure Program were: the City of Los Angeles, $250,000; City of Fresno, $250,000; City of Industry, through City of Industry Disposal Company, $196,427; City of Placentia, $225,000; City of Commerce, $250,000; County Sanitation District of Los Angeles, $250,000; the City of Temecula Rapid Transit Agency, County of Riverside, Rancho California Water District and CR&R Solid Waste Management through Downs Commercial Fueling, $250,000; The California Department of Transportation, San Luis Obispo County, California State University Channel Islands, California Polytechnic San Luis Obispo, Lucia Mar School District, City of Solvang and Santa Inez Transportation Company, through Delta Liquid Energy, $250,000; City of Colton, $250,000; and Southwest Transportation Agency in Riverdale, $150,000.The Alternative Fuels Infrastructure Program seeks to displace petroleum-based motor fuels and assist California in attaining health-based air quality standards. Top priority for the program is to deploy low-emission alternative fuel vehicles, especially for cities, counties, local educational agencies, State fleets and project participants of the Interstate Clean Transportation Corridor (ICTC).# # #For further information, contact:City of Los Angeles						Detrich B. Allen	        (213) 978-0840City of Fresno							Bruce Rudd	        (559) 498-4039City of Industry Disposal Co., Inc.			David Perez		(626) 961-6291City of Commerce						Daniel Gomez		(323) 887-4419County Sanitation District of LA County		Monet Wong		(562) 699-7411Downs Commercial Fueling					Michael Downs		(909) 737-9866Delta Liquid Energy						William Platz		(805) 239-0616City of Colton							Kathy Kivley		(909) 370-5053Southwest Transportation Agency			Kirk Hunter		(559) 867-3536City of Placentia						Christopher Becker	(714) 993-8245* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *To unsubscribe from this list, please go to:http://www.energy.ca.gov/listservers/Or simply send an e-mail to majordomo@energy.ca.govand in the body of the e-mail, type inunsubscribe (name of this list)* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *Farideh NamjouWeb Development TeamCalifornia Energy Commission916-654-4989* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",1,1,0
89,"The card you sent to mary.griff.gray@enron.com on 12/18/2001 12:05 was just picked up.Click on the following link.http://www.egreetings.com/view.pd?i=78667998&m=8222&source=eg999ORCopy and paste the above link into your web browser's "address" window.OREnter the following Card Number, 786679988222, on our Card Pick Up Page at http://www.egreetings.com/findit.pd.If you need further help, visit our Help pages at http://www.egreetings.com/customer/emailus.pd.Your Friends at Egreetings.com",1,0,1
90,"To view this e-mail online click here . Winter Sale for WomenSave up to 70% on hundreds of styles.  Women's Sale Men's Half-Yearly Sale Save up to 70% online and in-store Dec. 26 -- Jan. 5  Men's Sale To forward this message on to a friend, click here ! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ This e-mail was sent to you because you are a valued Nordstrom customer. If you would no longer like to receive our E-mail Updates, please click here . http://nordstrom.m0.net/m/u/nrs/n.asp?e=JTHOLT%40enron.com ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ",1,0,1
91,"call this number and listen 713-706-2929",1,0,0
92,"For those of you that will be in the office after New Year's, we will begin an informal fundies meeting each day to cover what has happened in the market since we filed for bankruptcy.  We will go over pipeline flows, storage balances, weather, monthly and daily prices, etc. With a few of the Banks showing interest in showing a bid, I thought it would be good for us to begin our preparation to trade the market.Chris Gaskill will be providing the daily packet and Patti Sullivan will provide the daily operations report.   I was thinking that we should start around 9:30 each morning.Grigsby",0,1,0
93,"CPR and First Aid CertificationCPR and First Aid certification is being offered on Thursday, November 15, 2001, from 1:30 p.m. - 5:30 p.m. in the Body Shop, Studio B.  Cost is $10 for employees and EDS; $40 for contractors.  To register or for more information contact mailto:wellness@enron.com.  Registration deadline is Monday, November 12.  Mammogram ScreeningThe M. D. Anderson Mobile Mammography van will be at Enron November 12-16, 2001, from 8 a.m. - 4 p.m.  Cost is $25 for Enron employees, spouses, retirees and EDS; $85 for Contractors.  Payment must be made by check or money order ONLY, payable to Enron Corp., and is due at time of service.   NO CASH WILL BE ACCEPTED.  Appointments can be made by calling 713-745-4000. For more information about M. D. Anderson's mobile mammography program:   http://www.mdanderson.org/Departments/MobileMamm/dIndex.cfm?pn=29C87A2E-B66A-11D4-80FB00508B603A14.  Please consider adding an extra $1 to the mammogram cost for The Rose.  The Rose is a non-profit organization that provides mammograms to women without access to medical insurance.  http://www.the-rose.org/.  Other inquiries can be directed to:  mailto:wellness@enron.com.  ",1,0,1
94,"As some of you might already know, I resigned today.  I feel fortunate and blessed to have had this experience here at Enron.  Not only have I learned a tremendous amount, but I also have met some very talented and unique people.  I am not 100% sure what I will do at this point, but I will probably be heading up to NYC in January.  I feel sad to end this chapter, yet excited as I begin a new one in my life.  As always, it has been a pleasure working with you!  Keep in touch.  I will be interested to see what happens.Carole C. FrankEnron Net Works713.345.3960 work713.446.9307 cell713.467.3860 homecarole_frank@excite.com",0,1,0
95,"Janie, how are things going for you??  I hope encouraging!!  We have somenew in-house systems close to being in place, and  I am updating all of myTransportation Contracts.  Please give me the current name, phone, fax ande-mail address for the main dispatch/nomination person.Thanks,A. Lindsey McMurraySenior Transportation Contract Rep.505-241-2686Cell 505-220-2662Fax 505-241-2339 - C.DTF ",1,1,0
96,"PG&E called.  They want to set up a conference call to brief us on the gas piece of their POR that they'll be filing with FERC around November 30th.  They want to try to do it in the next couple of weeks. Please let me know if you're interested and please pass this along to anyone else who might be interested.  Thanks.Best,Jeff",1,1,0
97,"Please be aware that there is an email circulating the Enron messaging environment !!!The infected email has the following characteristics :Subject :	HiBody :	Hi, I found a cool site! <web link> It's really cool!An alternative version of the infected email also have an Excel spreadsheet attachment.If you receive this email, DELETE it immediately. DO NOT CLICK ON THE WEB LINK. DO NOT LAUNCH THE EXCEL ATTACHMENT!Please note that opening the email automatically via the "preview pane" does NOT launch the virus.The Enron global messaging service has taken the necessary steps to ensure all internet email sent to your Enron internet address is virus free. But there are ways that you can ensure viruses do not make their way into our environment  :Always ensure you do not launch attachments or web links received from people you do not know. Always ensure that you do not access/launch/download any attachments from external (web-based) email service providers while you are using the Enron network.Detection + Prevention = Protection!Thank you.",1,1,1
98,"[IMAGE]	[IMAGE]	 PLEASE  VISIT OUR SPONSORS: 	3'x5' Outdoor Flag $9.95. SAVE $25.00! When you buy a flag,we will donate 10% of total Flag Sales to the American Red Cross designated to the relief efforts in New York. CLICK HERE.    	  Dear Jane Tholt,   USA Today/ESPN Top 25 College Football Coaches' Poll   1. Miami Fla   (55) (6-0) 2. Nebraska    (17) (9-0)     3. Oklahoma         (7-1)                        4. Florida          (6-1)                      5. Texas            (7-1)                         6. Michigan         (6-1)                       7. Tennessee        (5-1)                       8. Oregon           (7-1)                        9. UCLA             (6-1)                          10. Stanford         (5-1)                     11. Washington       (6-1)                12. Virginia Tech    (6-1)                   13. BYU              (8-0)                       14. Florida St       (5-2)                     15. Maryland         (7-1)                       16. Washington St    (7-1)               17. South Carolina   (6-2)                  18. Georgia          (5-2)                        19. Syracuse         (7-2)                      20. Purdue           (5-1)                          21. Illinois         (6-1)                         22. North Carolina   (5-3)                  23. Georgia Tech     (5-2)                  24. Texas A&M        (7-1)                     25. Colorado         (6-2)            	  ---COOL  NEW REMINDERS---Great Quotes of the DayTravel DigestPet Tips ---FAVORITE  REMINDERS---Entertainment NewsChildren's Product RecallsU.S. Market Indicies  Sign up to receive an insightful and inspiring quote of the day. CLICK HERE.   	To  unsubscribe from this Reminder topic, click  here.  To unsubscribe  from SmartReminders altogether, click  here.  [IMAGE]",1,0,1
99,"Stephanie, Transwestern has been in discussions with ENA since very early December regarding the sale of the Enron Compression Services gas. The ECS off take is supposed to be 11,000 per day. The fact that ECS was not able to nominate their gas has been problematic for Transwestern in that it causes our line pack to be higher than it otherwise would be. When we began discussions, we were open to the idea of getting the full volume out of our system by the end of the month. If a nomination could have been made that resulted in a sale starting at the beginning of this week, ECS could have sold the entire 363,000 in December. At some point, it becomes unrealistic to expect to be able to do that. It has taken ECS so long to arrange for an agent that a now we are looking at selling the entire volume in just 12 days (~30,000/day). I was expecting the following two things from ENA, 1) confirmation from you that ECS was set up to sell their gas, and 2) a start date for a sale with some advanced notice. I would then have conferred with operations to see if it would be possible to move the entire 363,000 in December. I did not expect ENA to arrange the sale before circling back with TW. If I had known that you were about to close a sale, I could have arranged to be pulled out of my meetings Tuesday afternoon. I have advised Patti Sullivan that TW is able to deliver 25,000/d through the end of the month. The balance can be delivered in January. I am confident that things will run smoother in the future. Regards, Paul -----Original Message-----From: Miller, Stephanie Sent: Tuesday, December 18, 2001 8:24 PMTo: Y'barbo, PaulCc: Tholt, Jane M.; Boyt, Eric; Nemec, Gerald; Gay, Randall L.Subject: TWPL ImbalanceGreetings Paul: Eric Boyt advised that TWPL was not in a position to deliver the full volume of approx. 363,000 mmbtu for the remainder of the month for the account of Enron Compression Services.  This would have been good information to know BEFORE we sold the gas.  I left a couple of messages today but never heard from you.  Unfortunately, we have sold this volume, at your repeated request, and are not in a position to retrade the deal.  To the extent TWPL is unable to perform, please call Janie Tholt or Randy Gay to see if they can reduce the commited volume. I am scheduled to be out tomorrow but may have to come in for the afternoon. Please advise ASAP. Ragards, Stephaniex31688",0,1,1
100,"  .disclaimer {  font-family: Arial; font-size: 10pt; font-style: normal; line-height: normal; font-weight: bold; color: #FFFFFF; text-decoration: none} .header {  font-family: Arial; font-size: 10pt; font-style: normal; line-height: normal; font-weight: bold; color: #FFFFFF; text-decoration: none} .letterbold {  font-family: Arial; font-size: 9pt; font-style: normal; line-height: normal; font-weight: bold; color: #000000; text-decoration: none} .text {  font-family: Arial; font-size: 9pt; font-style: normal; line-height: normal; font-weight: normal; color: #000000; text-decoration: none} .linked {  font-family: Arial; font-size: 8pt; font-style: normal; line-height: normal; font-weight: normal; color: #000000; text-decoration: none} .letter {  font-family: Arial; font-size: 9pt; font-style: normal; line-height: normal; font-weight: normal; color: #333333; text-decoration: none} .footer {  font-family: Arial; font-size: 8pt; font-style: normal; line-height: normal; font-weight: normal; color: #FFFFFF; text-decoration: none} .hotseller {  font-family: Arial; font-size: 8pt; font-style: normal; line-height: normal; font-weight: normal; color: #000000; text-decoration: none} .name {  font-family: Arial; font-size: 14pt; font-style: normal; line-height: normal; font-weight: bold; color: #000000; text-decoration: none} .exclusive {  FONT-WEIGHT: bold; FONT-SIZE: 9pt; COLOR: #FF0000; LINE-HEIGHT: normal; FONT-STYLE: normal; FONT-FAMILY: Arial; TEXT-DECORATION: none} .letter02 {  font-family: Arial, Helvetica, sans-serif; font-size: 12px; font-style: italic; line-height: normal; font-weight: normal; color: #000000; text-decoration: none}   [IMAGE]  Stroll through 1-800-FLOWERS.COM workshop         Holiday Flower Tree  Holiday Flower Tree    Dear Jane,    The holidays may only be a week away, but sending  thoughtful gifts in time for the celebration is  only a click away!* Now through December  22, 2001, receive $10  OFFa purchase of $75  or more.* Enter promotion code EM22at checkout to receive your discount. Visit our  Holiday Gift Center  to find  something for everyone on your list whether they've  been naughty or nice.   And the New Year is almost here, so kick off  the changing of the calendar with a gift from  our New Year's Collection . We  have everything to make the new beginning special,  as well as the festive eve before!  Here's to a happy holiday season!  From your friends at 1-800-FLOWERS.COM Call 1-800-FLOWERS (1-800-356-9377), Click  (www.1800flowers.com) or Come in! AOL Keyword: 1800flowers  P.S. You can also thank a gracious host or inspire  a dinner party diva with CELEBRATIONS ,  the new book by Jim McCann  (CEO of 1-800-FLOWERS.COM) and Jeanne Benedict  (author of Sophisticated  Entertaining). The past comes to life through  exquisite photos of party themes, along with recipes,  photos, crafts, and tips from these two celebration  experts.   Offer valid through 12/22/01.  This email was sent to JTHOLT@ECT.ENRON.COM   Classic Christmas CenterpieceTM  Fields of EuropeTM - Christmas  Mugables for Christmas  Crimson ChristmasTM  Classic  Christmas Centerpiece?  Fields  of Europe?Christmas  Mugables for Christmas  Crimson  Christmas?        Register  Now  Electronic  Greetings  Gift  Certificates  Member  Benefits    Remove  Me  Contact  Us  Security  & Privacy  Disclaimer*  Store  Locator     	",1,1,1
101,"What:	Workstation upgrade for security enhancements and standardization effortsWhen:	Schedule as belowHow:	Small updates will be performed at login; other larger updates can be performed at your convenience.This message box will be presented at the end of the upgrade process and provides important information for the larger updates.If you have any question or issues with this update, ETS users should call the ETS Solution Center at 5-4745 and all others should contact the Resolution Center at 3-1411.Desktop ArchitectureTentative schedule for update:Houston Floors	Begin after 12:00 noon on	ECN 1 - 10 (except 6)	Thursday, October 11	ECN 11 - 15 (except 14)	Monday, October 15	ECN 16 - 20	Wednesday, October 17	ECN 21 - 28 (except 24)	Friday, October 19	ECN 33 - 38 	Monday, October 22	ECN 39 - 43 (except Gas Control)	Wednesday, October 24	ECN 46 - 50	Monday, November 5	All (including trading floors)	Wednesday, November 7	",1,1,1
102,"		(For e-mailing list removal information see bottom of e-mail.) 	[IMAGE]	[IMAGE] 	[IMAGE]	[IMAGE]	[IMAGE]	Special Offer   HALF PRICE! Turbo-Charge your Internet Connection!   We discovered a great product we'd like all RealJukebox users to know about.  It's called System Mechanic  and it's the one utility that puts 15 different powerful tools at your disposal to turn your PC into a lean, mean, computing machine.   Click Here to Download System Mechanic   System Mechanic will keep your PC running faster, cleaner, and error-free:  Increase download speeds by up to 300% Optimize Internet and network connections Find and remove junk, obsolete, and duplicate files Permanently delete files you don't want others to see - when it's gone, it's gone Find and fix broken Windows shortcuts Ensure your privacy on the Internet - works with all versions of Internet Explorer, Netscape, and even America Online Safely install new software and programs and more!  Special Half Price Offer  Now, only when you click in this e-mail, you can get System Mechanic at HALF PRICE!   Click Here to Save 50%    Get System Mechanic today for the easiest way to streamline and optimize your computer's performance.   Sincerely,   David Obelcz RealNetworks, Inc. Group Product Manager Real.com Accessories 	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]	You are receiving this e-mail because you downloaded RealJukebox from Real.com and indicated a preference to receive product news, updates, and special offers from RealNetworks.  If you do not wish to receive e-mails from us in the future, click on the Remove Me link below.   Remove Me   |   Privacy Policy    RealNetworks, RealJukebox, and Real.com are trademarks or registered trademarks of RealNetworks, Inc. All other companies or products listed herein are trademarks or registered trademarks of their respective owners. 	",1,1,1
103,"JanieAs we discussed, we would like you to consider adding the OXY point for ElkHills deliveries into SOCAL at the Gosford intertie to the "NGI Socal/PG&EKRS" physical point. If you look on SOCAL's System Operations report ourdeliveries are listed as "Elk Hills - Gosford Intertie". Our flows on thispipeline typically range from 80MM to 165MM/day.Our gas from  this point interconnects with the PG&E Kern River station gasthat then is delivered through Wheeler Ridge into SOCAL.Separately we would also be very interested in an SOCAL In state Productionpoint on Enron OnLine.Pat Mulhern",1,1,0
